state,year,month,rate
1,2007,8,0.136028620421737
1,2007,9,0.112023569759077
1,2007,10,0.092019360873528
1,2007,11,0.128026936867517
1,2007,12,0.092019360873528
2,2007,1,0.084017677319308
2,2007,2,0.064013468433759
2,2007,3,0.088018519096418
2,2007,4,0.096020202650638
2,2007,5,0.116024411536187
2,2007,6,0.080016835542198
2,2007,7,0.040008417771099
2,2007,8,0.060012626656649
2,2007,9,0.072015151987978
2,2007,10,0.136028620421737
2,2007,11,0.080016835542198
2,2007,12,0.064013468433759
3,2007,1,0.065521681702608
3,2007,2,0.061667465131866
3,2007,3,0.065521681702608
3,2007,4,0.0462505988489
3,2007,5,0.053959031990383
3,2007,6,0.092501197697799
3,2007,7,0.06937589827335
3,2007,8,0.0462505988489
3,2007,9,0.050104815419641
3,2007,10,0.061667465131866
3,2007,11,0.080938547985574
3,2007,12,0.057813248561125
1,2008,1,0.104063847410024
1,2008,2,0.127189146834474
1,2008,3,0.119480713692991
1,2008,4,0.080938547985574
1,2008,5,0.142606013117441
1,2008,6,0.092501197697799
1,2008,7,0.115626497122249
1,2008,8,0.104063847410024
1,2008,9,0.169585529112632
1,2008,10,0.107918063980766
1,2008,11,0.161877095971149
1,2008,12,0.119480713692991
2,2008,1,0.053959031990383
2,2008,2,0.0462505988489
2,2008,3,0.077084331414833
2,2008,4,0.057813248561125
2,2008,5,0.080938547985574
2,2008,6,0.084792764556316
2,2008,7,0.100209630839283
2,2008,8,0.050104815419641
2,2008,9,0.100209630839283
2,2008,10,0.084792764556316
2,2008,11,0.050104815419641
2,2008,12,0.038542165707416
3,2008,1,0.073230114844091
3,2008,2,0.073230114844091
3,2008,3,0.065521681702608
3,2008,4,0.080938547985574
3,2008,5,0.057813248561125
3,2008,6,0.061667465131866
3,2008,7,0.042396382278158
3,2008,8,0.06937589827335
3,2008,9,0.065521681702608
3,2008,10,0.050104815419641
3,2008,11,0.096355414268541
3,2008,12,0.077084331414833
1,2009,1,0.107794012379469
1,2009,2,0.107794012379469
1,2009,3,0.148216767021769
1,2009,4,0.050528443302876
1,2009,5,0.111162575266327
1,2009,6,0.090951197945177
1,2009,7,0.134742515474336
1,2009,8,0.128005389700619
1,2009,9,0.094319760832035
1,2009,10,0.094319760832035
1,2009,11,0.114531138153185
1,2009,12,0.111162575266327
2,2009,1,0.059817253688654
2,2009,2,0.078222562515932
2,2009,3,0.115033180170488
2,2009,4,0.059817253688654
2,2009,5,0.069019908102293
2,2009,6,0.069019908102293
2,2009,7,0.069019908102293
2,2009,8,0.041411944861376
2,2009,9,0.105830525756849
2,2009,10,0.064418580895474
2,2009,11,0.115033180170488
2,2009,12,0.10122919855003
3,2009,1,0.073527789828166
3,2009,2,0.04901852655211
3,2009,3,0.066525143177864
3,2009,4,0.066525143177864
3,2009,5,0.04901852655211
3,2009,6,0.010503969975452
3,2009,7,0.042015879901809
3,2009,8,0.091034406453919
3,2009,9,0.021007939950904
3,2009,10,0.059522496527563
3,2009,11,0.112042346404824
3,2009,12,0.084031759803618
1,2010,1,0.085330299367134
1,2010,2,0.091651062283218
1,2010,3,0.145377547069931
1,2010,4,0.09481144374126
1,2010,5,0.129575639779721
1,2010,6,0.075849154993008
1,2010,7,0.066368010618882
1,2010,8,0.11061335103147
1,2010,9,0.091651062283218
1,2010,10,0.09481144374126
1,2010,11,0.091651062283218
1,2010,12,0.07900953645105
2,2010,1,0.078160212804206
2,2010,2,0.095529148982919
2,2010,3,0.099871383027597
2,2010,4,0.112898085161631
2,2010,5,0.095529148982919
2,2010,6,0.06947574471485
2,2010,7,0.086844680893562
2,2010,8,0.125924787295665
2,2010,9,0.047764574491459
2,2010,10,0.065133510670172
2,2010,11,0.112898085161631
2,2010,12,0.073817978759528
3,2010,1,0.104213617072275
3,2010,2,0.091186914938241
3,2010,3,0.121582553250987
3,2010,4,0.112898085161631
3,2010,5,0.047764574491459
3,2010,6,0.091186914938241
3,2010,7,0.086844680893562
3,2010,8,0.073817978759528
3,2010,9,0.082502446848884
3,2010,10,0.099871383027597
3,2010,11,0.052106808536137
3,2010,12,0.104213617072275
1,2011,1,0.086770388198749
1,2011,2,0.116691211715558
1,2011,3,0.104722882308834
1,2011,4,0.104722882308834
1,2011,5,0.095746635253792
1,2011,6,0.101730799957153
1,2011,7,0.104722882308834
1,2011,8,0.09275455290211
1,2011,9,0.107714964660515
1,2011,10,0.137635788177325
1,2011,11,0.074802058792025
1,2011,12,0.08976247055043
2,2011,1,0.09275455290211
2,2011,2,0.053857482330258
2,2011,3,0.065825811736982
2,2011,4,0.080786223495387
2,2011,5,0.053857482330258
2,2011,6,0.098738717605472
2,2011,7,0.071809976440344
2,2011,8,0.062833729385301
2,2011,9,0.053857482330258
2,2011,10,0.050865399978577
2,2011,11,0.041889152923534
2,2011,12,0.050865399978577
3,2011,1,0.101588255412576
3,2011,2,0.073882367572783
3,2011,3,0.08311766351938
3,2011,4,0.04309804775079
3,2011,5,0.040019615768591
3,2011,6,0.024627455857594
3,2011,7,0.052333343697388
3,2011,8,0.098509823430377
3,2011,9,0.058490207661786
3,2011,10,0.055411775679587
3,2011,11,0.095431391448178
3,2011,12,0.055411775679587
1,2012,1,0.100759090197234
1,2012,2,0.09500142790025
1,2012,3,0.132426232830651
1,2012,4,0.09500142790025
1,2012,5,0.080607272157788
1,2012,6,0.115153245939697
1,2012,7,0.106516752494219
1,2012,8,0.092122596751757
1,2012,9,0.103637921345727
1,2012,10,0.057576622969848
1,2012,11,0.069091947563818
1,2012,12,0.09500142790025
2,2012,1,0.124374316944276
2,2012,2,0.080241494802759
2,2012,3,0.108326017983724
2,2012,4,0.084253569542896
2,2012,5,0.084253569542896
2,2012,6,0.09628979376331
2,2012,7,0.112338092723862
2,2012,8,0.120362242204138
2,2012,9,0.108326017983724
2,2012,10,0.068205270582345
2,2012,11,0.080241494802759
2,2012,12,0.072217345322483
3,2012,1,0.083320612061313
3,2012,2,0.050587514465797
3,2012,3,0.092247820496454
3,2012,4,0.050587514465797
3,2012,5,0.059514722900938
3,2012,6,0.056538986755891
3,2012,7,0.041660306030657
3,2012,8,0.071417667481126
3,2012,9,0.04761177832075
3,2012,10,0.083320612061313
3,2012,11,0.056538986755891
3,2012,12,0.059514722900938
1,2013,1,0.066629021269649
1,2013,2,0.105495950343611
1,2013,3,0.088838695026199
1,2013,4,0.127705624100161
1,2013,5,0.074957648928356
1,2013,6,0.10827215956318
1,2013,7,0.119376996441455
1,2013,8,0.13048183331973
1,2013,9,0.127705624100161
1,2013,10,0.136034251758867
1,2013,11,0.055524184391374
1,2013,12,0.099943531904474
2,2013,1,0.069482509708251
2,2013,2,0.065622370280015
2,2013,3,0.104223764562376
2,2013,4,0.10036362513414
2,2013,5,0.077202788564723
2,2013,6,0.108083903990612
2,2013,7,0.061762230851778
2,2013,8,0.092643346277668
2,2013,9,0.104223764562376
2,2013,10,0.084923067421195
2,2013,11,0.081062927992959
2,2013,12,0.10036362513414
3,2013,1,0.118317376840268
3,2013,2,0.077916321333835
3,2013,3,0.051944214222557
3,2013,4,0.083687900691897
3,2013,5,0.06348737293868
3,2013,6,0.057715793580619
3,2013,7,0.080802111012866
3,2013,8,0.06060158325965
3,2013,9,0.069258952296742
3,2013,10,0.095231059408021
3,2013,11,0.075030531654804
3,2013,12,0.040401055506433
1,2014,1,0.068942029405154
1,2014,2,0.079972754109979
1,2014,3,0.140641739986515
1,2014,4,0.104791884695835
1,2014,5,0.096518841167216
1,2014,6,0.071699710581361
1,2014,7,0.082730435286185
1,2014,8,0.077215072933773
1,2014,9,0.091003478814804
1,2014,10,0.082730435286185
1,2014,11,0.060668985876536
1,2014,12,0.107549565872041
2,2014,1,0.077340944664396
2,2014,2,0.095755455298775
2,2014,3,0.095755455298775
2,2014,4,0.117852868060031
2,2014,5,0.07365804253752
2,2014,6,0.081023846791272
2,2014,7,0.066292238283768
2,2014,8,0.07365804253752
2,2014,9,0.084706748918148
2,2014,10,0.106804161679403
2,2014,11,0.088389651045024
2,2014,12,0.069975140410644
3,2014,1,0.073951390613236
3,2014,2,0.051197116578394
3,2014,3,0.068262822104526
3,2014,4,0.056885685087105
3,2014,5,0.036975695306618
3,2014,6,0.05404140083275
3,2014,7,0.051197116578394
3,2014,8,0.05972996934146
3,2014,9,0.051197116578394
3,2014,10,0.079639959121947
3,2014,11,0.065418537850171
3,2014,12,0.073951390613236
1,2015,1,0.073617081881166
1,2015,2,0.090605639238358
1,2015,3,0.099099917916954
1,2015,4,0.08494278678596
1,2015,5,0.076448508107364
1,2015,6,0.073617081881166
1,2015,7,0.053797098297775
1,2015,8,0.082111360559762
1,2015,9,0.093437065464556
1,2015,10,0.096268491690755
1,2015,11,0.082111360559762
1,2015,12,0.087774213012159
2,2015,1,0.071049604590253
2,2015,2,0.071049604590253
2,2015,3,0.108444133321965
2,2015,4,0.067310151717082
2,2015,5,0.119662491941479
2,2015,6,0.097225774702452
2,2015,7,0.108444133321965
2,2015,8,0.074789057463424
2,2015,9,0.12340194481465
2,2015,10,0.086007416082938
2,2015,11,0.056091793097568
2,2015,12,0.086007416082938
3,2015,1,0.091630255955819
3,2015,2,0.067983738289801
3,2015,3,0.059116294165044
3,2015,4,0.059116294165044
3,2015,5,0.056160479456792
3,2015,6,0.038425591207279
3,2015,7,0.047293035332036
3,2015,8,0.059116294165044
3,2015,9,0.059116294165044
3,2015,10,0.047293035332036
3,2015,11,0.065027923581549
3,2015,12,0.07980699712281
1,2016,1,0.089461762253578
1,2016,2,0.089461762253578
1,2016,3,0.101389997220721
1,2016,4,0.086479703511792
1,2016,5,0.098407938478935
1,2016,6,0.06560529231929
1,2016,7,0.092443820995364
1,2016,8,0.098407938478935
1,2016,9,0.089461762253578
1,2016,10,0.101389997220721
1,2016,11,0.08051558602822
1,2016,12,0.077533527286434
2,2016,1,0.066829310864009
2,2016,2,0.082553854596717
2,2016,3,0.086484990529894
2,2016,4,0.07862271866354
2,2016,5,0.07862271866354
2,2016,6,0.07862271866354
2,2016,7,0.07862271866354
2,2016,8,0.070760446797186
2,2016,9,0.074691582730363
2,2016,10,0.086484990529894
2,2016,11,0.070760446797186
2,2016,12,0.051104767131301
3,2016,1,0.075126117970543
3,2016,2,0.075126117970543
3,2016,3,0.084516882716861
3,2016,4,0.078256372885982
3,2016,5,0.106428667124936
3,2016,6,0.071995863055104
3,2016,7,0.053214333562468
3,2016,8,0.062605098308786
3,2016,9,0.050084078647029
3,2016,10,0.09077739254774
3,2016,11,0.068865608139665
3,2016,12,0.081386627801422
1,2017,1,0.096532230452601
1,2017,2,0.066365908436163
1,2017,3,0.093515598250957
1,2017,4,0.07239917283945
1,2017,5,0.066365908436163
1,2017,6,0.105582127057532
1,2017,7,0.096532230452601
1,2017,8,0.075415805041094
1,2017,9,0.111615391460819
1,2017,10,0.099548862654244
1,2017,11,0.078432437242738
1,2017,12,0.07239917283945
2,2017,1,0.054849176517971
2,2017,2,0.09010936142238
2,2017,3,0.09010936142238
2,2017,4,0.050931378195258
2,2017,5,0.101862756390517
2,2017,6,0.086191563099668
2,2017,7,0.105780554713229
2,2017,8,0.078355966454244
2,2017,9,0.058766974840683
2,2017,10,0.074438168131532
2,2017,11,0.058766974840683
2,2017,12,0.058766974840683
3,2017,1,0.057142857142857
3,2017,2,0.06031746031746
3,2017,3,0.095238095238095
3,2017,4,0.095238095238095
3,2017,5,0.053968253968254
3,2017,6,0.057142857142857
3,2017,7,0.114285714285714
3,2017,8,0.066666666666667
3,2017,9,0.066666666666667
3,2017,10,0.095238095238095
3,2017,11,0.050793650793651
3,2017,12,0.066666666666667
